No,상품명,cate_code,대분류,중분류,소분류,세분류,prd_key
30520,레이시스 남성 등산화 트레킹화 운동화 워킹화 신발 BB 55557002H,50003858,패션잡화,남성신발,운동화,워킹화,패션잡화$남성신발$운동화$워킹화
30521,포켓몬 피카츄 굿즈 어린이 남아 초등학생 신학기 입학 생일 크리스마스 선물세트 문구세트,50007969,생활/건강,문구/사무용품,문구용품,문구세트,생활/건강$문구/사무용품$문구용품$문구세트
30522,MP3액세서리 Shanling 원래 가죽 케이스 M6 프로 음악 플레이어 음향가전액세서리,50002332,디지털/가전,음향가전,MP3/PMP액세서리,케이스,디지털/가전$음향가전$MP3/PMP액세서리$케이스
30523,롤스크린 우드블라인드 커튼 맞춤형 크기 무선 벌집,50000861,가구/인테리어,커튼/블라인드,롤스크린,N,가구/인테리어$커튼/블라인드$롤스크린$N
30524,강아지 고양이 자동급식기 밥그릇 자동 급수기 식품 공급기 및,50006736,생활/건강,반려동물,식기/급수기,자동급식기,생활/건강$반려동물$식기/급수기$자동급식기
30525,디비디 블루레이 플레이어 GIEC G30 dvd 고화질,50002140,디지털/가전,영상가전,영상플레이어,블루레이플레이어,디지털/가전$영상가전$영상플레이어$블루레이플레이어
30526,하가우 딤섬 소룡포 샤오롱바오 새우 샤오마이 스푸마켓,50001870,식품,냉동/간편조리식품,딤섬,N,식품$냉동/간편조리식품$딤섬$N
30527,기타가구 신선한 인공 꽃을 위한 꽃 거품 케이지 결혼식 가정 장식을 건조하고 아웃도어가구,50001059,가구/인테리어,아웃도어가구,기타아웃도어가구,N,가구/인테리어$아웃도어가구$기타아웃도어가구$N
30528,Weysfor 보그 새로운 여성 도서 가방 배낭 4 개/대 캔버스 Schoolbag 학교 가방 여행 팩 패션 여성 십대 청소년 소녀,50004198,출산/육아,유아동잡화,신발,운동화,출산/육아$유아동잡화$신발$운동화
30529,킹마담 니키 싱글돌침대 온돌 칠보석 게르마늄 돌침대쇼파,50003219,가구/인테리어,침실가구,침대,돌침대,가구/인테리어$침실가구$침대$돌침대
30530,낚시바늘 얽힘 방지 낚싯줄 낚싯바늘 세트 완성품 풀세트 스트랜드 더블 묶음 벌크 슬리브,50003009,스포츠/레저,낚시,낚싯줄,플라이라인,스포츠/레저$낚시$낚싯줄$플라이라인
30531,풀무원 허니머스타드 드레싱 230G(개),50014500,식품,소스/드레싱,머스타드소스,N,식품$소스/드레싱$머스타드소스$N
30532,럭셔리 여성 블라우스 셔츠 가을패션 S42,50000804,패션의류,여성의류,블라우스/셔츠,N,패션의류$여성의류$블라우스/셔츠$N
30533,자동차 스피커 충전 무선 카팩 카펙 무선카팩 차량용,50002752,디지털/가전,자동차기기,카팩,무선,디지털/가전$자동차기기$카팩$무선
30534,아가드 유아 샴푸캡 샴푸모자,50000709,출산/육아,목욕용품,유아샴푸캡,N,출산/육아$목욕용품$유아샴푸캡$N
30535,베네베네 사슴 정리대 정리함 유아가구 장난감정리함,50000600,출산/육아,유아가구,장난감정리함,N,출산/육아$유아가구$장난감정리함$N
30536,최신 야외 스포츠 사이클링 조명 Q5 LED 야간 17861041N4440583595,50004410,출산/육아,완구/매트,승용완구,전동차,출산/육아$완구/매트$승용완구$전동차
30537,천연소가죽 20대 학생 카드지갑 명함지갑,50000662,패션잡화,지갑,카드/명함지갑,N,패션잡화$지갑$카드/명함지갑$N
30538,편의점 과자 진열대 이동식 매대 수납 선반,50002466,생활/건강,수납/정리용품,선반/진열대,이동식선반/진열대,생활/건강$수납/정리용품$선반/진열대$이동식선반/진열대
30539,(커피생두) 41 과테말라 안티구아 SHB 핀카 몬테 데이비드 1kg,50002266,식품,음료,커피,원두/생두,식품$음료$커피$원두/생두
30540,파이켐 산업용 PB-1 20EA,50003461,생활/건강,공구,접착용품,세정제/클리너,생활/건강$공구$접착용품$세정제/클리너
30541,한국도자기 결 단반상기 6p,50004518,생활/건강,주방용품,식기,단반상기,생활/건강$주방용품$식기$단반상기
30542,두꺼비집 인터폰 가리개 액자 현관 배전반 커버 7,50001074,가구/인테리어,인테리어소품,인터폰박스,N,가구/인테리어$인테리어소품$인터폰박스$N
30543,카카오프렌즈 논슬립 디딤대 발받침 25kg 550939,50000582,출산/육아,안전용품,디딤대,N,출산/육아$안전용품$디딤대$N
30544,장우양행 23 노박 석션 튜브 바이옵시 큐렛 타입 가정간호 콧물 흡입기 가래 초보자,50002069,생활/건강,의료용품,석션기/네블라이저,N,생활/건강$의료용품$석션기/네블라이저$N
30545,코픽 트윈마카 12색 WarmGrey,50003899,생활/건강,화방용품,스케치/드로잉용품,마카,생활/건강$화방용품$스케치/드로잉용품$마카
30546,[기타] 때밀이 장갑,50008471,생활/건강,욕실용품,샤워/목욕용품,때타월/때장갑,생활/건강$욕실용품$샤워/목욕용품$때타월/때장갑
30547,롯데칠성 이프로 1.5L 12개,50002257,식품,음료,청량/탄산음료,기타탄산음료,식품$음료$청량/탄산음료$기타탄산음료
30548,가정용 어르신 환자 비상용 호출벨 목걸이 응급벨,50002706,생활/건강,생활용품,생활잡화,호출벨,생활/건강$생활용품$생활잡화$호출벨
30549,문교 찰필 사포 세트 찰필 4종 사포 1개,50003894,생활/건강,화방용품,스케치/드로잉용품,목탄/콘테,생활/건강$화방용품$스케치/드로잉용품$목탄/콘테
30550,남자 빵모자 헌팅캡 가죽 플랫 아이비 캡 남성 베레모 골프 모자,50000547,패션잡화,모자,헌팅캡,N,패션잡화$모자$헌팅캡$N
30551,족자(25x58) 수집 미술용품 서예용품 취미,50003782,생활/건강,화방용품,서예/동양화용품,전각재료,생활/건강$화방용품$서예/동양화용품$전각재료
30552,블루케이 런던블루토파즈 원석 귀걸이2105011-02 탄생석,50004162,패션잡화,주얼리,귀걸이,유색보석귀걸이,패션잡화$주얼리$귀걸이$유색보석귀걸이
30553,스마트만족 우주선 높낮이 미끄럼틀 유아미끄럼틀 놀이시설,50004231,출산/육아,완구/매트,공간놀이기구,미끄럼틀,출산/육아$완구/매트$공간놀이기구$미끄럼틀
30554,수재샵 보석십자수 애모 3D,50003666,가구/인테리어,수예,퀼트/펠트,도안,가구/인테리어$수예$퀼트/펠트$도안
30555,아이비스 지퍼 가방 문구 선물 세트 2 CR 10622,50007969,생활/건강,문구/사무용품,문구용품,문구세트,생활/건강$문구/사무용품$문구용품$문구세트
30556,소프 라운드 미들부츠(당일),50004190,패션잡화,여성신발,부츠,미들부츠,패션잡화$여성신발$부츠$미들부츠
30557,두리토이즈 실내용 방문틀 고정 아기 그네봉 철봉 놀이방 가정용,50004228,출산/육아,완구/매트,공간놀이기구,그네/그네봉,출산/육아$완구/매트$공간놀이기구$그네/그네봉
30558,전자동 지게차 반자동 파렛트 트럭 전동 팔렛트 운반 기계 용품,50003541,생활/건강,공구,운반용품,핸드카트/운반기,생활/건강$공구$운반용품$핸드카트/운반기
30559,OW152D5F 기타자동차AV용품 3구블랙 차량용 컵홀더 음료 사이드포켓,50004108,생활/건강,자동차용품,수납용품,홀더,생활/건강$자동차용품$수납용품$홀더
30560,스탠드팬 USB 휴대용 미니 선풍기 휴대용선풍기,50002518,디지털/가전,계절가전,선풍기,휴대용선풍기,디지털/가전$계절가전$선풍기$휴대용선풍기
30561,헨티 빈지오 절충형 에어폴딩 기내반입 초경량 유모차,50000687,출산/육아,유모차,절충형/디럭스형,N,출산/육아$유모차$절충형/디럭스형$N
30562,맥코믹 동원 발사믹드레싱 1.1kg 샐러드 업소용 소스,50013121,식품,소스/드레싱,발사믹드레싱,N,식품$소스/드레싱$발사믹드레싱$N
30563,주니어 선글라스 쥬피터 클리어블루 퍼플렌즈 유아동선글라스 유아선글라스 남아선글라스,50000358,출산/육아,유아동잡화,선글라스,N,출산/육아$유아동잡화$선글라스$N
30564,엘라비아 C4 올리버 스미스 미디엄하드 유로탑 매트리스 K,50003226,가구/인테리어,침실가구,매트리스,킹매트리스,가구/인테리어$침실가구$매트리스$킹매트리스
30565,가족 저상형패밀리 침대 prodgf 1pcs 세트 ins minshuku 평화로운 침실,50003262,가구/인테리어,아동/주니어가구,침대,일반침대,가구/인테리어$아동/주니어가구$침대$일반침대
30566,솔츠 아이패드프로 3세대 11 강화유리 방탄 액정보호필름,50002925,디지털/가전,태블릿PC액세서리,태블릿PC보호필름,액정보호필름,디지털/가전$태블릿PC액세서리$태블릿PC보호필름$액정보호필름
30567,로만쉐이드 레이스 창문 커텐 부채꼴 전원 한식자수로마커무타공리프트침실블라인드커튼,50000857,가구/인테리어,커튼/블라인드,로만셰이드,N,가구/인테리어$커튼/블라인드$로만셰이드$N
30568,GNC 피크노제놀 50 30캡슐,50001915,식품,다이어트식품,뷰티푸드,N,식품$다이어트식품$뷰티푸드$N
30569,산도깨비 탈취 화장실용 냄새제거 제습 에어방향제 악취제거 방향 옷장냄새 탈취제 BTM 280ml,50002677,생활/건강,생활용품,제습/방향/탈취,실내용방향제,생활/건강$생활용품$제습/방향/탈취$실내용방향제
30570,HS-RT40-젠프로 군부대 공연 방송 음향기기 혼스피커,50002320,디지털/가전,음향가전,스피커,스피커단품,디지털/가전$음향가전$스피커$스피커단품
30571,2021년형 아마존 킨들 페이퍼화이트 6.8 인치 16GB 8GB 이북리더 전자책 어린이용 키즈 최신형,50001729,디지털/가전,학습기기,전자책,N,디지털/가전$학습기기$전자책$N
30572,"스킷조 바라클라바 Baraclava 블랙_아동, 키즈",50002985,스포츠/레저,스키/보드,스키/보드방한용품,반다나,스포츠/레저$스키/보드$스키/보드방한용품$반다나
30573,명품스키복 시즌 남자스키복 세트 상의 스노우 커플,50002871,스포츠/레저,스키/보드,스키복,상하세트,스포츠/레저$스키/보드$스키복$상하세트
30574,빛으로 농산물 다목적 건조기 kapd-098d 13채반,50001718,디지털/가전,주방가전,식품건조기,N,디지털/가전$주방가전$식품건조기$N
30575,[볼링의류] 피라미드 라이트 후드 집업 블랙 핑크,50005254,스포츠/레저,볼링,볼링의류,N,스포츠/레저$볼링$볼링의류$N
30576,3M 큐비트론2 4인치 절단석 그라인더날 PN 65147,50003420,생활/건강,공구,절삭공구,그라인더날,생활/건강$공구$절삭공구$그라인더날
30577,특가기획 과학교구 600mm 천체망원경 신상,50004461,출산/육아,완구/매트,자연/과학완구,망원경,출산/육아$완구/매트$자연/과학완구$망원경
30578,단순기능 맥슨109 빅버튼 효도전화기 유선전화기,50002368,디지털/가전,생활가전,전화기,유선전화기,디지털/가전$생활가전$전화기$유선전화기
30579,디스플레이포트 케이블 DP케이블 1.2v 5미터 - 케이블 케이블 기타,50003127,디지털/가전,PC부품,PC케이블,기타케이블,디지털/가전$PC부품$PC케이블$기타케이블
30580,오토바이 배달박스 LOBOO 무 트렁크는 BMW C40,50007249,스포츠/레저,오토바이/스쿠터,스쿠터,일반스쿠터,스포츠/레저$오토바이/스쿠터$스쿠터$일반스쿠터
30581,리폼용 포인트시트지 모음 벽지 단색칼라 무늬목,50003690,가구/인테리어,DIY자재/용품,시트지,무늬목시트지,가구/인테리어$DIY자재/용품$시트지$무늬목시트지
30582,[기타] 귀리곤약밥 150gx6팩 + 현미곤약밥 150gx6팩,50006957,식품,다이어트식품,곤약,기타곤약가공품,식품$다이어트식품$곤약$기타곤약가공품
30583,Sweep Kids 볼링공 볼링 볼링용품 볼링화 볼링가방,50001247,스포츠/레저,볼링,볼링공,N,스포츠/레저$볼링$볼링공$N
30584,초등 학교 학생 졸업 입학 선물 지도 학습용 지구본,50008129,생활/건강,문구/사무용품,지도/지구본,지구본,생활/건강$문구/사무용품$지도/지구본$지구본
30585,특수분유 앱솔루트 프리미 400g 1캔 - 앱솔루트,50000856,출산/육아,분유,특수분유,N,출산/육아$분유$특수분유$N
30586,삼립 젤리뽀 40개입 제리뽀 4가지맛,50001763,식품,과자/베이커리,젤리,N,식품$과자/베이커리$젤리$N
30587,"[기타] 5핀, c타입 OTG USB 그라몬 16GB",50001615,디지털/가전,저장장치,USB메모리,N,디지털/가전$저장장치$USB메모리$N
30588,남성 스키복 양털 오버사이즈 슈트 대형 보드복 상하세트,50002881,스포츠/레저,스키/보드,보드복,상하세트,스포츠/레저$스키/보드$보드복$상하세트
30589,나노렛 란셋침 채혈침 사혈침 혈당검사 채혈바늘 란셋,50002064,생활/건강,당뇨관리용품,침/바늘,N,생활/건강$당뇨관리용품$침/바늘$N
30590,스탠드 에어 서큘레이터 회전 선풍기 써큘레이터 주방 환기 공기 순환기,50008981,디지털/가전,계절가전,선풍기,서큘레이터,디지털/가전$계절가전$선풍기$서큘레이터
30591,일본아이돌굿즈 윈즈멤버 w-inds 스티커 7,50007086,생활/건강,수집품,아이돌굿즈,기타굿즈,생활/건강$수집품$아이돌굿즈$기타굿즈
30592,오토바이 부품 튜닝 할리 투어링 sportster dyna softail 오토바이,50003179,스포츠/레저,오토바이/스쿠터,오토바이부품,튜닝용품,스포츠/레저$오토바이/스쿠터$오토바이부품$튜닝용품
30593,니드코 센스 바구니 다용도바스켓 사우나 헬스 수영 욕실수납,50008529,생활/건강,욕실용품,샤워/목욕용품,목욕바구니,생활/건강$욕실용품$샤워/목욕용품$목욕바구니
30594,BMW튜닝 리츠 5시리즈 W 디지털가전 F10 전용 카본 기어패널 풀커버 기타자동차AV용품,50002766,디지털/가전,자동차기기,자동차AV용품,기타자동차AV용품,디지털/가전$자동차기기$자동차AV용품$기타자동차AV용품
